ID,Pred
1,0.5414928879262051
2,0.4354900621108408
3,0.48172593872646796
4,0.7710017743459296
5,0.5128482715456595
6,0.550336460810831
7,0.5057077066452444
8,0.5607363670858405
9,0.6100055654418085
10,0.41172535622011813
11,0.5729772870944704
12,0.41914472981325684
13,0.48736921167370967
14,0.5178582829093713
15,0.05800212975075001
16,0.5027446189825061
17,0.4659979922418438
18,0.4881842680329177
19,0.5437389942705168
20,0.3522669760165293
21,0.7077018747755918
22,0.8832494450752711
23,0.5789539442669754
24,0.90288978682422
25,0.6868596933067079
26,0.3988453109545618
27,0.8198581445259614
28,0.6478704374344674
29,0.5112899421255059
30,0.7309597529841863
31,0.5635943275128018
32,0.4848868936792114
33,0.42247262531506463
34,0.039072550048216595
35,0.7613738071727539
36,0.5425868758916773
37,0.46189321713180465
38,0.5919921353232145
39,0.5040775028051078
40,0.5629565784018619
41,0.5228266608865115
42,0.5293795559523532
43,0.7373728189296254
44,0.8285892027890576
45,0.9129570224197121
46,0.7114817180519082
47,0.5647023050205033
48,0.782364838096
49,0.5635623994318477
50,0.6057526917466685
51,0.46344757946579446
52,0.6131827794350089
53,0.643913292271753
54,0.42067338122998804
55,0.7593271733403013
56,0.803897949345871
57,0.3744943619046154
58,0.37932309302345474
59,0.6265862595916073
60,0.5334926186957917
61,0.689799482053374
62,0.62298062689369
63,0.46049092638846284
64,0.65451820969948
65,0.6722428583726195
66,0.5119619362994775
67,0.6064167426503051
68,0.4968678061200708
69,0.57509324486716
70,0.7653251351880807
71,0.2673157118337414
72,0.5108629722297784
73,0.8493275912281149
74,0.7590986488292881
75,0.4416630084456065
76,0.8585640699699792
77,0.032101409364083185
78,0.7198402889250315
79,0.35372364502627934
80,0.3974816729346952
81,0.6259208085479315
82,0.5154438055866557
83,0.5301376433989061
84,0.5755011869120301
85,0.7744770993515728
86,0.8391855409657285
87,0.6827386063285745
88,0.5833781185471947
89,0.3820991174892152
90,0.5058446260274292
91,0.8756548204474995
92,0.9469186021428255
93,0.5830093726360057
94,0.46508688826565986
95,0.5023137554296324
96,0.6483851708133016
97,0.4959684053167612
98,0.4934695746678871
99,0.6787216631340021
100,0.6770318543604825
101,0.6589883962430917
102,0.4043989736263231
103,0.7236572572200783
104,0.558159959147509
105,0.5648858406053701
106,0.6819874517792797
107,0.9063440945854115
108,0.33896267255275003
109,0.4215776616609154
110,0.2658265734644007
111,0.7001701486543903
112,0.7512256236533642
113,0.49345531118854324
114,0.4218081021456424
115,0.9249047664494247
116,0.6646903184182719
117,0.7963738447866531
118,0.5932940316737432
119,0.6924126438993212
120,0.3988572606604772
121,0.7426690717783728
122,0.46207918643539087
123,0.4215237986529501
124,0.6307859229117115
125,0.4486251048101308
126,0.47675667722259957
127,0.839911223602846
128,0.6396099163546739
129,0.5519579013318101
130,0.4319857454518234
131,0.7324389158465577
132,0.46184368920313573
133,0.6366844943401602
134,0.5888941986961584
135,0.5457272839706563
136,0.5802434413412638
137,0.48800247764372784
138,0.7342245095820362
139,0.8007763928889545
140,0.8776410048909945
141,0.34535267275905085
142,0.5371402674180072
143,0.5363685479519712
144,0.9297166336363927
145,0.396717456034291
146,0.26385238396372596
147,0.507982007309362
148,0.5296686546204694
149,0.47755784047585886
150,0.7258908424937771
151,0.5023322933427182
152,0.4130109785580777
153,0.3932551015324842
154,0.3811096130713868
155,0.7418384639396483
156,0.4874805882992787
157,0.33252769285612455
158,0.582404524020202
159,0.4629087892544698
160,0.37906879501261304
161,0.7558526212479894
162,0.44019375968675767
163,0.6530362814002063
164,0.6102449634801613
165,0.38577441475452223
166,0.37040271246923157
167,0.7393303484130614
168,0.8500734145515314
169,0.5317745857945346
170,0.6354982281871819
171,0.6863545970040834
172,0.5086927678455321
173,0.7830606806141928
174,0.737863124438523
175,0.7875168387649518
176,0.5857581665093687
177,0.4350357531114472
178,0.316970445885047
179,0.3712370049153213
180,0.6516192845990365
181,0.6528241855909283
182,0.5356758382316678
183,0.43416246615569865
184,0.8425466442828707
185,0.7520355242886559
186,0.6131944615414696
187,0.5287514667311858
188,0.5196422704484509
189,0.3305340927840428
190,0.45113797184394666
191,0.559730324975801
192,0.5274032785321063
193,0.6455248951429066
194,0.6539639468190437
195,0.47286014604491544
196,0.611469111276775
197,0.7213140790579533
198,0.7978441959975001
199,0.6027789282492931
200,0.9473967569120644
201,0.4478369533955965
